country,country_code_2_digit,country_code_3_digit,population,cases_count,deaths_count,source,reported_date
Poland,PL,POL,37972812,,17,"Epidemic intelligence, national daily data",2020-08-20
Monaco,MC,MCO,33085,,0,"Epidemic intelligence, national daily data",2020-07-23
Jersey,JE,JEY,107796,,0,"Epidemic intelligence, national daily data",2020-03-24
Liechtenstein,LI,LIE,38378,,0,"Epidemic intelligence, national daily data",2020-05-22
Italy,IT,ITA,60359546,,23,"Epidemic intelligence, national daily data",2020-07-01
Ukraine,UA,UKR,43733759,,11,"Epidemic intelligence, national daily data",2020-07-28
Czechia,CZ,CZE,10649800,,0,"Epidemic intelligence, national daily data",2020-02-20
Liechtenstein,LI,LIE,38378,,0,"Epidemic intelligence, national daily data",2020-05-31
Luxembourg,LU,LUX,613894,,0,"Epidemic intelligence, national daily data",2020-04-15
Azerbaijan,AZ,AZE,10139175,,2,"Epidemic intelligence, national daily data",2020-08-10
Belarus,BY,BLR,9449321,,3,"Epidemic intelligence, national daily data",2020-04-11
Greece,EL,GRC,10724599,,7,"Epidemic intelligence, national daily data",2020-10-15
Luxembourg,LU,LUX,613894,,0,"Epidemic intelligence, national daily data",2020-10-04
Lithuania,LT,LTU,2794184,,1,"Epidemic intelligence, national daily data",2020-05-18
United Kingdom,UK,GBR,66647112,,59,"Epidemic intelligence, national daily data",2020-10-02
Slovenia,SI,SVN,2080908,,2,"Epidemic intelligence, national daily data",2020-07-28
Monaco,MC,MCO,33085,,0,"Epidemic intelligence, national daily data",2020-07-25
Italy,IT,ITA,60359546,,12,"Epidemic intelligence, national daily data",2020-09-08
Georgia,GE,GEO,3989175,,0,"Epidemic intelligence, national daily data",2020-01-04
Guernsey,GG,GGY,64468,,0,"Epidemic intelligence, national daily data",2020-08-06
Turkey,TR,TUR,82003882,,0,"Epidemic intelligence, national daily data",2020-03-03
Belarus,BY,BLR,9449321,,0,"Epidemic intelligence, national daily data",2020-01-03
Bulgaria,BG,BGR,7000039,,8,"Epidemic intelligence, national daily data",2020-07-25
Latvia,LV,LVA,1919968,,0,"Epidemic intelligence, national daily data",2020-02-17
Portugal,PT,PRT,10276617,,8,"Epidemic intelligence, national daily data",2020-07-03
Germany,DE,DEU,83019213,,45,"Epidemic intelligence, national daily data",2020-05-26
Spain,ES,ESP,46937060,,0,"Epidemic intelligence, national daily data",2020-02-09
Croatia,HR,HRV,4076246,,0,"Epidemic intelligence, national daily data",2020-02-25
Romania,RO,ROU,19414458,,51,"Epidemic intelligence, national daily data",2020-09-10
Switzerland,CH,CHE,8544527,,8,"Epidemic intelligence, national daily data",2020-05-22
Estonia,EE,EST,1324820,,1,"Epidemic intelligence, national daily data",2020-04-02
Liechtenstein,LI,LIE,38378,,0,"Epidemic intelligence, national daily data",2020-07-30
Luxembourg,LU,LUX,613894,,0,"Epidemic intelligence, national daily data",2020-02-12
Monaco,MC,MCO,33085,,0,"Epidemic intelligence, national daily data",2020-07-02
the Holy See/ Vatican City State,VA,VAT,809,,0,"Epidemic intelligence, national daily data",2020-08-28
Netherlands,NL,NLD,17282163,,1,"Epidemic intelligence, national daily data",2020-06-22
the Holy See/ Vatican City State,VA,VAT,809,,0,"Epidemic intelligence, national daily data",2020-07-29
Armenia,AM,ARM,2963234,,7,"Epidemic intelligence, national daily data",2020-06-29
Faroes,,,48865,,0,"Epidemic intelligence, national daily data",2020-07-16
Malta,MT,MLT,493559,,0,"Epidemic intelligence, national daily data",2020-10-24
Netherlands,NL,NLD,17282163,,21,"Epidemic intelligence, national daily data",2020-05-20
Estonia,EE,EST,1324820,,0,"Epidemic intelligence, national daily data",2020-01-24
Jersey,JE,JEY,107796,,0,"Epidemic intelligence, national daily data",2020-09-05
Hungary,HU,HUN,9772756,,0,"Epidemic intelligence, national daily data",2020-02-19
Italy,IT,ITA,60359546,,4,"Epidemic intelligence, national daily data",2020-02-29
Ireland,IE,IRL,4904240,,2,"Epidemic intelligence, national daily data",2020-07-08
Isle of Man,,,85032,,0,"Epidemic intelligence, national daily data",2020-10-06
Bulgaria,BG,BGR,7000039,,0,"Epidemic intelligence, national daily data",2020-07-11
Finland,FI,FIN,5517919,,0,"Epidemic intelligence, national daily data",2020-07-16
Belgium,BE,BEL,11455519,,56,"Epidemic intelligence, national daily data",2020-05-14
Poland,PL,POL,37972812,,0,"Epidemic intelligence, national daily data",2020-01-21
Isle of Man,,,85032,,0,"Epidemic intelligence, national daily data",2020-02-22
Gibraltar,GI,GIB,33691,,0,"Epidemic intelligence, national daily data",2020-04-11
Spain,ES,ESP,46937060,,399,"Epidemic intelligence, national daily data",2020-04-20
Turkey,TR,TUR,82003882,,16,"Epidemic intelligence, national daily data",2020-07-26
Finland,FI,FIN,5517919,,0,"Epidemic intelligence, national daily data",2020-06-18
Serbia,RS,SRB,6963764,,5,"Epidemic intelligence, national daily data",2020-04-30
Spain,ES,ESP,46937060,,0,"Epidemic intelligence, national daily data",2020-07-19
Austria,AT,AUT,8858775,,0,"Epidemic intelligence, national daily data",2020-01-31
Armenia,AM,ARM,2963234,,11,"Epidemic intelligence, national daily data",2020-06-08
Bulgaria,BG,BGR,7000039,,10,"Epidemic intelligence, national daily data",2020-09-15
Hungary,HU,HUN,9772756,,0,"Epidemic intelligence, national daily data",2020-01-09
Netherlands,NL,NLD,17282163,,1,"Epidemic intelligence, national daily data",2020-07-06
Slovakia,SK,SVK,5450421,,0,"Epidemic intelligence, national daily data",2020-06-01
Guernsey,GG,GGY,64468,,0,"Epidemic intelligence, national daily data",2020-07-08
Netherlands,NL,NLD,17282163,,6,"Epidemic intelligence, national daily data",2020-06-16
Italy,IT,ITA,60359546,,0,"Epidemic intelligence, national daily data",2020-02-10
Andorra,AD,AND,76177,,0,"Epidemic intelligence, national daily data",2020-04-26
Czechia,CZ,CZE,10649800,,66,"Epidemic intelligence, national daily data",2020-10-15
Ukraine,UA,UKR,43733759,,0,"Epidemic intelligence, national daily data",2020-01-16
Georgia,GE,GEO,3989175,,0,"Epidemic intelligence, national daily data",2020-03-18
Faroes,,,48865,,0,"Epidemic intelligence, national daily data",2020-09-01
United Kingdom,UK,GBR,66647112,,1224,"Epidemic intelligence, national daily data",2020-04-22
Latvia,LV,LVA,1919968,,0,"Epidemic intelligence, national daily data",2020-08-25
Portugal,PT,PRT,10276617,,16,"Epidemic intelligence, national daily data",2020-05-20
Ukraine,UA,UKR,43733759,,19,"Epidemic intelligence, national daily data",2020-06-29
Romania,RO,ROU,19414458,,44,"Epidemic intelligence, national daily data",2020-10-09
Romania,RO,ROU,19414458,,42,"Epidemic intelligence, national daily data",2020-05-01
Luxembourg,LU,LUX,613894,,0,"Epidemic intelligence, national daily data",2020-09-22
Kosovo,,,1798506,,1,"Epidemic intelligence, national daily data",2020-06-21
Belgium,BE,BEL,11455519,,8,"Epidemic intelligence, national daily data",2020-06-16
Cyprus,CY,CYP,875899,,0,"Epidemic intelligence, national daily data",2020-01-23
Croatia,HR,HRV,4076246,,3,"Epidemic intelligence, national daily data",2020-07-28
Latvia,LV,LVA,1919968,,0,"Epidemic intelligence, national daily data",2020-07-31
Kosovo,,,1798506,,7,"Epidemic intelligence, national daily data",2020-07-29
Armenia,AM,ARM,2963234,,14,"Epidemic intelligence, national daily data",2020-10-24
Jersey,JE,JEY,107796,,0,"Epidemic intelligence, national daily data",2020-08-29
Ukraine,UA,UKR,43733759,,0,"Epidemic intelligence, national daily data",2020-01-30
Slovenia,SI,SVN,2080908,,0,"Epidemic intelligence, national daily data",2020-03-16
Slovakia,SK,SVK,5450421,,0,"Epidemic intelligence, national daily data",2020-04-13
Switzerland,CH,CHE,8544527,,0,"Epidemic intelligence, national daily data",2020-01-29
Andorra,AD,AND,76177,,0,"Epidemic intelligence, national daily data",2020-06-04
Bulgaria,BG,BGR,7000039,,0,"Epidemic intelligence, national daily data",2020-04-01
Denmark,DK,DNK,5806081,,13,"Epidemic intelligence, national daily data",2020-04-12
Hungary,HU,HUN,9772756,,11,"Epidemic intelligence, national daily data",2020-04-28
Montenegro,ME,MNE,622182,,3,"Epidemic intelligence, national daily data",2020-10-06
Czechia,CZ,CZE,10649800,,0,"Epidemic intelligence, national daily data",2020-04-30
the Holy See/ Vatican City State,VA,VAT,809,,0,"Epidemic intelligence, national daily data",2020-07-11
Faroes,,,48865,,0,"Epidemic intelligence, national daily data",2020-02-27
Luxembourg,LU,LUX,613894,,0,"Epidemic intelligence, national daily data",2020-02-14
Portugal,PT,PRT,10276617,,7,"Epidemic intelligence, national daily data",2020-09-14
Liechtenstein,LI,LIE,38378,,0,"Epidemic intelligence, national daily data",2020-02-09
Luxembourg,LU,LUX,613894,,3,"Epidemic intelligence, national daily data",2020-04-24
Slovenia,SI,SVN,2080908,,0,"Epidemic intelligence, national daily data",2020-04-17
Belarus,BY,BLR,9449321,,0,"Epidemic intelligence, national daily data",2020-01-13
Kosovo,,,1798506,,0,"Epidemic intelligence, national daily data",2020-02-15
Latvia,LV,LVA,1919968,,1,"Epidemic intelligence, national daily data",2020-08-01
Faroes,,,48865,,0,"Epidemic intelligence, national daily data",2020-03-15
Germany,DE,DEU,83019213,,47,"Epidemic intelligence, national daily data",2020-10-20
Slovenia,SI,SVN,2080908,,0,"Epidemic intelligence, national daily data",2020-05-20
Spain,ES,ESP,46937060,,0,"Epidemic intelligence, national daily data",2020-03-01
Bulgaria,BG,BGR,7000039,,0,"Epidemic intelligence, national daily data",2020-01-28
Jersey,JE,JEY,107796,,0,"Epidemic intelligence, national daily data",2020-02-23
Latvia,LV,LVA,1919968,,2,"Epidemic intelligence, national daily data",2020-04-30
Spain,ES,ESP,46937060,,0,"Epidemic intelligence, national daily data",2020-09-13
Kosovo,,,1798506,,4,"Epidemic intelligence, national daily data",2020-07-10
Croatia,HR,HRV,4076246,,1,"Epidemic intelligence, national daily data",2020-08-22
Montenegro,ME,MNE,622182,,0,"Epidemic intelligence, national daily data",2020-02-21
Iceland,IS,ISL,356991,,0,"Epidemic intelligence, national daily data",2020-02-20
Russia,RU,RUS,145934460,,0,"Epidemic intelligence, national daily data",2020-03-08
Bulgaria,BG,BGR,7000039,,0,"Epidemic intelligence, national daily data",2020-02-29
Estonia,EE,EST,1324820,,0,"Epidemic intelligence, national daily data",2020-01-13
Slovakia,SK,SVK,5450421,,1,"Epidemic intelligence, national daily data",2020-04-21
Andorra,AD,AND,76177,,0,"Epidemic intelligence, national daily data",2020-06-09
Netherlands,NL,NLD,17282163,,148,"Epidemic intelligence, national daily data",2020-04-04
Serbia,RS,SRB,6963764,,3,"Epidemic intelligence, national daily data",2020-09-05
Italy,IT,ITA,60359546,,564,"Epidemic intelligence, national daily data",2020-04-14
Iceland,IS,ISL,356991,,0,"Epidemic intelligence, national daily data",2020-01-09
Slovenia,SI,SVN,2080908,,1,"Epidemic intelligence, national daily data",2020-05-03
Finland,FI,FIN,5517919,,0,"Epidemic intelligence, national daily data",2020-07-08
Guernsey,GG,GGY,64468,,0,"Epidemic intelligence, national daily data",2020-05-05
Isle of Man,,,85032,,0,"Epidemic intelligence, national daily data",2020-07-01
Switzerland,CH,CHE,8544527,,3,"Epidemic intelligence, national daily data",2020-08-07
Liechtenstein,LI,LIE,38378,,0,"Epidemic intelligence, national daily data",2020-02-24
Switzerland,CH,CHE,8544527,,7,"Epidemic intelligence, national daily data",2020-09-17
Malta,MT,MLT,493559,,2,"Epidemic intelligence, national daily data",2020-10-03
Bulgaria,BG,BGR,7000039,,0,"Epidemic intelligence, national daily data",2020-01-05
Romania,RO,ROU,19414458,,11,"Epidemic intelligence, national daily data",2020-06-14
Portugal,PT,PRT,10276617,,7,"Epidemic intelligence, national daily data",2020-07-05
Guernsey,GG,GGY,64468,,0,"Epidemic intelligence, national daily data",2020-08-08
Guernsey,GG,GGY,64468,,0,"Epidemic intelligence, national daily data",2020-07-29
Bosnia and Herzegovina,BA,BIH,3280815,,2,"Epidemic intelligence, national daily data",2020-07-02
Ireland,IE,IRL,4904240,,0,"Epidemic intelligence, national daily data",2020-07-31
Andorra,AD,AND,76177,,0,"Epidemic intelligence, national daily data",2020-02-19
Estonia,EE,EST,1324820,,0,"Epidemic intelligence, national daily data",2020-02-12
Azerbaijan,AZ,AZE,10139175,,2,"Epidemic intelligence, national daily data",2020-04-06
Faroes,,,48865,,0,"Epidemic intelligence, national daily data",2020-03-02
Liechtenstein,LI,LIE,38378,,0,"Epidemic intelligence, national daily data",2020-09-18
Bosnia and Herzegovina,BA,BIH,3280815,,2,"Epidemic intelligence, national daily data",2020-05-17
Moldova,MD,MDA,4033963,,0,"Epidemic intelligence, national daily data",2020-01-28
Greece,EL,GRC,10724599,,2,"Epidemic intelligence, national daily data",2020-05-17
Lithuania,LT,LTU,2794184,,0,"Epidemic intelligence, national daily data",2020-08-20
Liechtenstein,LI,LIE,38378,,0,"Epidemic intelligence, national daily data",2020-01-19
Bosnia and Herzegovina,BA,BIH,3280815,,0,"Epidemic intelligence, national daily data",2020-03-23
Kosovo,,,1798506,,0,"Epidemic intelligence, national daily data",2020-05-25
Austria,AT,AUT,8858775,,0,"Epidemic intelligence, national daily data",2020-02-15
United Kingdom,UK,GBR,66647112,,0,"Epidemic intelligence, national daily data",2020-02-27
Kosovo,,,1798506,,4,"Epidemic intelligence, national daily data",2020-09-19
Georgia,GE,GEO,3989175,,0,"Epidemic intelligence, national daily data",2020-01-13
Italy,IT,ITA,60359546,,16,"Epidemic intelligence, national daily data",2020-09-29
Malta,MT,MLT,493559,,0,"Epidemic intelligence, national daily data",2020-03-29
Greece,EL,GRC,10724599,,0,"Epidemic intelligence, national daily data",2020-07-15
Spain,ES,ESP,46937060,,0,"Epidemic intelligence, national daily data",2020-09-27
Estonia,EE,EST,1324820,,2,"Epidemic intelligence, national daily data",2020-04-18
Russia,RU,RUS,145934460,,0,"Epidemic intelligence, national daily data",2020-03-20
Andorra,AD,AND,76177,,0,"Epidemic intelligence, national daily data",2020-05-27
Lithuania,LT,LTU,2794184,,0,"Epidemic intelligence, national daily data",2020-04-23
Bulgaria,BG,BGR,7000039,,0,"Epidemic intelligence, national daily data",2020-01-18
Denmark,DK,DNK,5806081,,0,"Epidemic intelligence, national daily data",2020-02-08
Bulgaria,BG,BGR,7000039,,1,"Epidemic intelligence, national daily data",2020-05-14
Hungary,HU,HUN,9772756,,0,"Epidemic intelligence, national daily data",2020-01-16
Guernsey,GG,GGY,64468,,0,"Epidemic intelligence, national daily data",2020-08-21
Monaco,MC,MCO,33085,,0,"Epidemic intelligence, national daily data",2020-10-19
Lithuania,LT,LTU,2794184,,0,"Epidemic intelligence, national daily data",2020-07-13
Hungary,HU,HUN,9772756,,0,"Epidemic intelligence, national daily data",2020-08-29
Liechtenstein,LI,LIE,38378,,0,"Epidemic intelligence, national daily data",2020-05-07
Armenia,AM,ARM,2963234,,4,"Epidemic intelligence, national daily data",2020-09-06
Lithuania,LT,LTU,2794184,,0,"Epidemic intelligence, national daily data",2020-01-26
Slovakia,SK,SVK,5450421,,0,"Epidemic intelligence, national daily data",2020-01-16
Albania,AL,ALB,2862427,,0,"Epidemic intelligence, national daily data",2020-05-10
Austria,AT,AUT,8858775,,0,"Epidemic intelligence, national daily data",2020-07-10
Denmark,DK,DNK,5806081,,2,"Epidemic intelligence, national daily data",2020-07-08
Slovakia,SK,SVK,5450421,,1,"Epidemic intelligence, national daily data",2020-05-03
Albania,AL,ALB,2862427,,0,"Epidemic intelligence, national daily data",2020-03-30
Azerbaijan,AZ,AZE,10139175,,0,"Epidemic intelligence, national daily data",2020-10-13
Spain,ES,ESP,46937060,,126,"Epidemic intelligence, national daily data",2020-10-08
Estonia,EE,EST,1324820,,0,"Epidemic intelligence, national daily data",2020-06-05
Andorra,AD,AND,76177,,0,"Epidemic intelligence, national daily data",2020-10-18
Kosovo,,,1798506,,11,"Epidemic intelligence, national daily data",2020-08-13
Andorra,AD,AND,76177,,0,"Epidemic intelligence, national daily data",2020-09-03
Lithuania,LT,LTU,2794184,,2,"Epidemic intelligence, national daily data",2020-05-31
Montenegro,ME,MNE,622182,,0,"Epidemic intelligence, national daily data",2020-05-22
Kosovo,,,1798506,,0,"Epidemic intelligence, national daily data",2020-05-16
Germany,DE,DEU,83019213,,12,"Epidemic intelligence, national daily data",2020-07-08
Portugal,PT,PRT,10276617,,2,"Epidemic intelligence, national daily data",2020-08-28
Georgia,GE,GEO,3989175,,0,"Epidemic intelligence, national daily data",2020-06-05
Lithuania,LT,LTU,2794184,,1,"Epidemic intelligence, national daily data",2020-06-24
Isle of Man,,,85032,,0,"Epidemic intelligence, national daily data",2020-03-13
Cyprus,CY,CYP,875899,,0,"Epidemic intelligence, national daily data",2020-02-21
Azerbaijan,AZ,AZE,10139175,,2,"Epidemic intelligence, national daily data",2020-09-03
Croatia,HR,HRV,4076246,,2,"Epidemic intelligence, national daily data",2020-08-09
Romania,RO,ROU,19414458,,0,"Epidemic intelligence, national daily data",2020-01-19
Cyprus,CY,CYP,875899,,0,"Epidemic intelligence, national daily data",2020-01-06
Sweden,SE,SWE,10230185,,10,"Epidemic intelligence, national daily data",2020-07-12
Austria,AT,AUT,8858775,,1,"Epidemic intelligence, national daily data",2020-05-10
Jersey,JE,JEY,107796,,0,"Epidemic intelligence, national daily data",2020-02-24
Switzerland,CH,CHE,8544527,,0,"Epidemic intelligence, national daily data",2020-02-08
Belarus,BY,BLR,9449321,,3,"Epidemic intelligence, national daily data",2020-04-18
Ukraine,UA,UKR,43733759,,10,"Epidemic intelligence, national daily data",2020-04-13
Croatia,HR,HRV,4076246,,0,"Epidemic intelligence, national daily data",2020-09-29
Liechtenstein,LI,LIE,38378,,0,"Epidemic intelligence, national daily data",2020-04-07
